UTC Time,Measure,Region,Value
01 4 1990,Area,North,12.28
01 4 1990,Area,South,5.18
01 4 1990,Extent,Combined,21.65
01 4 1990,Area,Combined,17.46
01 4 1991,Extent,North,14.86
01 4 1991,Extent,South,7.05
01 4 1991,Area,North,12.87
01 4 1991,Area,South,5.18
01 4 1991,Extent,Combined,21.91
01 4 1991,Area,Combined,18.05
01 4 1992,Extent,North,14.68
01 4 1992,Extent,South,6.79
01 4 1992,Area,North,12.84
01 4 1992,Area,South,5
01 4 1992,Extent,Combined,21.47
01 4 1992,Area,Combined,17.84
01 4 1993,Extent,North,15.08
01 4 1993,Extent,South,6.65
01 4 1993,Area,North,13.03
01 4 1993,Area,South,4.9
01 4 1993,Extent,Combined,21.73
01 4 1993,Area,Combined,17.93
01 4 1994,Extent,North,14.89
01 4 1994,Extent,South,7.22
01 4 1994,Area,North,12.91
01 4 1994,Area,South,5.45
01 4 1994,Extent,Combined,22.11
01 4 1994,Area,Combined,18.36
01 4 1995,Extent,North,14.45
01 4 1995,Extent,South,7.27
01 4 1995,Area,North,12.4
01 4 1995,Area,South,5.4
01 4 1995,Extent,Combined,21.72
01 4 1995,Area,Combined,17.8
01 4 1996,Extent,North,14.22
01 4 1996,Extent,South,7.28
01 4 1996,Area,North,12.32
01 4 1996,Area,South,5.37
01 4 1996,Extent,Combined,21.5
01 4 1996,Area,Combined,17.69
01 4 1997,Extent,North,14.56
01 4 1997,Extent,South,6.49
01 4 1997,Area,North,12.57
01 4 1997,Area,South,4.84
01 4 1997,Extent,Combined,21.05
01 4 1997,Area,Combined,17.41
01 4 1998,Extent,North,14.89
01 4 1998,Extent,South,6.85
01 4 1998,Area,North,12.85
01 4 1998,Area,South,5.12
01 4 1998,Extent,Combined,21.74
01 4 1998,Area,Combined,17.97
01 4 1999,Extent,North,15.08
01 4 1999,Extent,South,6.89
01 4 1999,Area,North,13.15
01 4 1999,Area,South,5.13
01 4 1999,Extent,Combined,21.97
01 4 1999,Area,Combined,18.28
01 4 2000,Extent,North,14.56
01 4 2000,Extent,South,7.13
01 4 2000,Area,North,12.6
01 4 2000,Area,South,5.31
01 4 2000,Extent,Combined,21.69
01 4 2000,Area,Combined,17.91
01 4 2001,Extent,North,14.86
01 4 2001,Extent,South,7.04
01 4 2001,Area,North,13.05
01 4 2001,Area,South,5.3
01 4 2001,Extent,Combined,21.9
01 4 2001,Area,Combined,18.35
01 4 2002,Extent,North,14.3
01 4 2002,Extent,South,6.33
01 4 2002,Area,North,12.41
01 4 2002,Area,South,4.59
01 4 2002,Extent,Combined,20.63
01 4 2002,Area,Combined,17
01 4 2003,Extent,North,14.51
01 4 2003,Extent,South,7.21
01 4 2003,Area,North,12.46
01 4 2003,Area,South,5.56
01 4 2003,Extent,Combined,21.72
01 4 2003,Area,Combined,18.02
01 4 2004,Extent,North,13.99
01 4 2004,Extent,South,7.28
01 4 2004,Area,North,12.16
01 4 2004,Area,South,5.39
01 4 2004,Extent,Combined,21.27
01 4 2004,Area,Combined,17.55
01 4 2005,Extent,North,14.09
01 4 2005,Extent,South,7.03
01 4 2005,Area,North,12.23
01 4 2005,Area,South,5.19
01 4 2005,Extent,Combined,21.12
01 4 2005,Area,Combined,17.42
01 4 2006,Extent,North,13.91
01 4 2006,Extent,South,6.01
01 4 2006,Area,North,12.04
01 4 2006,Area,South,4.28
01 4 2006,Extent,Combined,19.92
01 4 2006,Area,Combined,16.32
01 4 2007,Extent,North,13.85
01 4 2007,Extent,South,6.42
01 4 2007,Area,North,11.83
01 4 2007,Area,South,4.7
01 4 2007,Extent,Combined,20.27
01 4 2007,Area,Combined,16.53
01 4 2008,Extent,North,14.35
01 4 2008,Extent,South,8.24
01 4 2008,Area,North,12.78
01 4 2008,Area,South,6.23
01 4 2008,Extent,Combined,22.59
01 4 2008,Area,Combined,19.01
01 4 2009,Extent,North,14.5
01 4 2009,Extent,South,7.8
01 4 2009,Area,North,12.92
01 4 2009,Area,South,5.96
01 4 2009,Extent,Combined,22.3
01 4 2009,Area,Combined,18.88
01 4 2010,Extent,North,14.66
01 4 2010,Extent,South,6.72
01 4 2010,Area,North,12.85
01 4 2010,Area,South,5
01 4 2010,Extent,Combined,21.38
01 4 2010,Area,Combined,17.85
01 4 2011,Extent,North,14.11
01 4 2011,Extent,South,6.1
01 4 2011,Area,North,12.45
01 4 2011,Area,South,4.39
01 4 2011,Extent,Combined,20.21
01 4 2011,Area,Combined,16.84
01 4 2012,Extent,North,14.63
01 4 2012,Extent,South,7.31
01 4 2012,Area,North,12.87
01 4 2012,Area,South,5.55
01 4 2012,Extent,Combined,21.94
01 4 2012,Area,Combined,18.42
01 4 2013,Extent,North,14.3
01 4 2013,Extent,South,7.62
01 4 2013,Area,North,12.75
01 4 2013,Area,South,5.75
01 4 2013,Extent,Combined,21.92
01 4 2013,Area,Combined,18.5
01 4 2014,Extent,North,14.09
01 4 2014,Extent,South,8.34
01 4 2014,Area,North,12.43
01 4 2014,Area,South,6.41
01 4 2014,Extent,Combined,22.43
01 4 2014,Area,Combined,18.84
01 4 2015,Extent,North,13.89
01 4 2015,Extent,South,8.37
01 4 2015,Area,North,12.33
01 4 2015,Area,South,6.37
01 4 2015,Extent,Combined,22.26
01 4 2015,Area,Combined,18.7
01 4 2016,Extent,North,13.68
01 4 2016,Extent,South,7.22
01 4 2016,Area,North,11.98
01 4 2016,Area,South,5.38
01 4 2016,Extent,Combined,20.9
01 4 2016,Area,Combined,17.36
01 4 2017,Extent,North,13.75
01 4 2017,Extent,South,5.44
01 4 2017,Area,North,12.26
01 4 2017,Area,South,3.93
01 4 2017,Extent,Combined,19.19
01 4 2017,Area,Combined,16.19
01 4 2018,Extent,North,13.7
01 4 2018,Extent,South,6.03
01 4 2018,Area,North,12.28
01 4 2018,Area,South,4.15
01 4 2018,Extent,Combined,19.73
01 4 2018,Area,Combined,16.43
01 4 2019,Extent,North,13.43
01 4 2019,Extent,South,5.72
01 4 2019,Area,North,11.9
01 4 2019,Area,South,4.18
01 4 2019,Extent,Combined,19.15
01 4 2019,Area,Combined,16.08
01 4 2020,Extent,North,13.62
01 4 2020,Extent,South,6.66
01 4 2020,Area,North,12.02
01 4 2020,Area,South,4.81
01 4 2020,Extent,Combined,20.28
01 4 2020,Area,Combined,16.83
01 4 2021,Extent,North,13.84
01 4 2021,Extent,South,7.08
01 4 2021,Area,North,12.13
01 4 2021,Area,South,5.26
01 4 2021,Extent,Combined,20.92
01 4 2021,Area,Combined,17.39
01 5 1979,Extent,North,13.86
01 5 1979,Extent,South,10.83
01 5 1979,Area,North,11.11
01 5 1979,Area,South,8.3
01 5 1979,Extent,Combined,24.69
01 5 1979,Area,Combined,19.41
01 5 1980,Extent,North,13.79
01 5 1980,Extent,South,8.86
01 5 1980,Area,North,10.96
01 5 1980,Area,South,6.44
01 5 1980,Extent,Combined,22.65
01 5 1980,Area,Combined,17.4
01 5 1981,Extent,North,13.8
01 5 1981,Extent,South,9.35
01 5 1981,Area,North,10.99
01 5 1981,Area,South,7.08
01 5 1981,Extent,Combined,23.15
01 5 1981,Area,Combined,18.07
01 5 1982,Extent,North,13.97
01 5 1982,Extent,South,10.76
01 5 1982,Area,North,11.17
01 5 1982,Area,South,8.27
01 5 1982,Extent,Combined,24.73
01 5 1982,Area,Combined,19.44
01 5 1983,Extent,North,13.49
01 5 1983,Extent,South,9.53
01 5 1983,Area,North,10.87
01 5 1983,Area,South,7.16
01 5 1983,Extent,Combined,23.02
01 5 1983,Area,Combined,18.03
01 5 1984,Extent,North,13.58
01 5 1984,Extent,South,9.75
01 5 1984,Area,North,10.88
01 5 1984,Area,South,7.41
01 5 1984,Extent,Combined,23.33
01 5 1984,Area,Combined,18.29
01 5 1985,Extent,North,14.07
01 5 1985,Extent,South,10.15
01 5 1985,Area,North,11.25
01 5 1985,Area,South,7.84
01 5 1985,Extent,Combined,24.22
01 5 1985,Area,Combined,19.09
01 5 1986,Extent,North,13.38
01 5 1986,Extent,South,9.3
01 5 1986,Area,North,10.7
01 5 1986,Area,South,7.04
01 5 1986,Extent,Combined,22.68
01 5 1986,Area,Combined,17.74
01 5 1987,Extent,North,13.74
01 5 1987,Extent,South,9.69
01 5 1987,Area,North,10.97
01 5 1987,Area,South,7.53
01 5 1987,Extent,Combined,23.43
01 5 1987,Area,Combined,18.5
01 5 1988,Extent,North,13.56
01 5 1988,Extent,South,9.6
01 5 1988,Area,North,11.41
01 5 1988,Area,South,7.23
01 5 1988,Extent,Combined,23.16
01 5 1988,Area,Combined,18.64
01 5 1989,Extent,North,13.04
01 5 1989,Extent,South,10.3
01 5 1989,Area,North,11.35
01 5 1989,Area,South,8
01 5 1989,Extent,Combined,23.34
01 5 1989,Area,Combined,19.35
01 5 1990,Extent,North,13.23
01 5 1990,Extent,South,9.72
01 5 1990,Area,North,10.9
01 5 1990,Area,South,7.46
01 5 1990,Extent,Combined,22.95
01 5 1990,Area,Combined,18.36
01 5 1991,Extent,North,13.47
01 5 1991,Extent,South,10.28
01 5 1991,Area,North,11.5
01 5 1991,Area,South,7.86
01 5 1991,Extent,Combined,23.75
01 5 1991,Area,Combined,19.36
01 5 1992,Extent,North,13.22
01 5 1992,Extent,South,9.92
01 5 1992,Area,North,11.43
01 5 1992,Area,South,7.62
01 5 1992,Extent,Combined,23.14
01 5 1992,Area,Combined,19.05
01 5 1993,Extent,North,13.37
01 5 1993,Extent,South,10.1
01 5 1993,Area,North,11.42
01 5 1993,Area,South,7.89
01 5 1993,Extent,Combined,23.47
01 5 1993,Area,Combined,19.31
01 5 1994,Extent,North,13.62
01 5 1994,Extent,South,10.41
01 5 1994,Area,North,11.66
01 5 1994,Area,South,8.21
01 5 1994,Extent,Combined,24.03
01 5 1994,Area,Combined,19.87
01 5 1995,Extent,North,12.97
01 5 1995,Extent,South,10.42
01 5 1995,Area,North,10.9
01 5 1995,Area,South,8.19
01 5 1995,Extent,Combined,23.39
01 5 1995,Area,Combined,19.09
01 5 1996,Extent,North,13.09
01 5 1996,Extent,South,10.92
01 5 1996,Area,North,11.28
01 5 1996,Area,South,8.65
01 5 1996,Extent,Combined,24.01
01 5 1996,Area,Combined,19.93
01 5 1997,Extent,North,13.18
01 5 1997,Extent,South,10.12
01 5 1997,Area,North,11.24
01 5 1997,Area,South,7.91
01 5 1997,Extent,Combined,23.3
01 5 1997,Area,Combined,19.15
01 5 1998,Extent,North,13.59
01 5 1998,Extent,South,10.33
01 5 1998,Area,North,11.4
01 5 1998,Area,South,7.91
01 5 1998,Extent,Combined,23.92
01 5 1998,Area,Combined,19.31
01 5 1999,Extent,North,13.75
01 5 1999,Extent,South,10.27
01 5 1999,Area,North,11.66
01 5 1999,Area,South,8.07
01 5 1999,Extent,Combined,24.02
01 5 1999,Area,Combined,19.73
01 5 2000,Extent,North,13.15
01 5 2000,Extent,South,10.92
01 5 2000,Area,North,11.24
01 5 2000,Area,South,8.56
01 5 2000,Extent,Combined,24.07
01 5 2000,Area,Combined,19.8
01 5 2001,Extent,North,13.51
01 5 2001,Extent,South,10.33
01 5 2001,Area,North,11.38
01 5 2001,Area,South,8
01 5 2001,Extent,Combined,23.84
01 5 2001,Area,Combined,19.38
01 5 2002,Extent,North,12.97
01 5 2002,Extent,South,9.51
01 5 2002,Area,North,11.16
01 5 2002,Area,South,7.18
01 5 2002,Extent,Combined,22.48
01 5 2002,Area,Combined,18.34
01 5 2003,Extent,North,13.02
01 5 2003,Extent,South,10.74
01 5 2003,Area,North,10.89
01 5 2003,Area,South,8.45
01 5 2003,Extent,Combined,23.76
01 5 2003,Area,Combined,19.34
01 5 2004,Extent,North,12.56
01 5 2004,Extent,South,10.47
01 5 2004,Area,North,10.92
01 5 2004,Area,South,8.19
01 5 2004,Extent,Combined,23.03
01 5 2004,Area,Combined,19.11
01 5 2005,Extent,North,12.91
01 5 2005,Extent,South,10.29
01 5 2005,Area,North,10.88
01 5 2005,Area,South,7.96
01 5 2005,Extent,Combined,23.2
01 5 2005,Area,Combined,18.84
01 5 2006,Extent,North,12.52
01 5 2006,Extent,South,9.46
01 5 2006,Area,North,10.45
01 5 2006,Area,South,7.2
01 5 2006,Extent,Combined,21.98
01 5 2006,Area,Combined,17.65
01 5 2007,Extent,North,12.78
01 5 2007,Extent,South,9.65
01 5 2007,Area,North,10.77
01 5 2007,Area,South,7.54
01 5 2007,Extent,Combined,22.43
01 5 2007,Area,Combined,18.31
01 5 2008,Extent,North,12.97
01 5 2008,Extent,South,11.05
01 5 2008,Area,North,11.25
01 5 2008,Area,South,8.6
01 5 2008,Extent,Combined,24.02
01 5 2008,Area,Combined,19.85
01 5 2009,Extent,North,13.19
01 5 2009,Extent,South,10.93
01 5 2009,Area,North,11.48
01 5 2009,Area,South,8.46
01 5 2009,Extent,Combined,24.12
01 5 2009,Area,Combined,19.94
01 5 2010,Extent,North,12.87
01 5 2010,Extent,South,10.64
01 5 2010,Area,North,10.88
01 5 2010,Area,South,8.33
01 5 2010,Extent,Combined,23.51
01 5 2010,Area,Combined,19.21
01 5 2011,Extent,North,12.68
01 5 2011,Extent,South,10.09
01 5 2011,Area,North,10.74
01 5 2011,Area,South,7.85
01 5 2011,Extent,Combined,22.77
01 5 2011,Area,Combined,18.59
01 5 2012,Extent,North,13.01
01 5 2012,Extent,South,10.46
01 5 2012,Area,North,11.05
01 5 2012,Area,South,8.15
01 5 2012,Extent,Combined,23.47
01 5 2012,Area,Combined,19.2
01 5 2013,Extent,North,13
01 5 2013,Extent,South,10.92
01 5 2013,Area,North,11.25
01 5 2013,Area,South,8.49
01 5 2013,Extent,Combined,23.92
01 5 2013,Area,Combined,19.74
01 5 2014,Extent,North,12.7
01 5 2014,Extent,South,11.52
01 5 2014,Area,North,11.05
01 5 2014,Area,South,9.03
01 5 2014,Extent,Combined,24.22
01 5 2014,Area,Combined,20.08
01 5 2015,Extent,North,12.47
01 5 2015,Extent,South,11.72
01 5 2015,Area,North,10.9
01 5 2015,Area,South,9.21
01 5 2015,Extent,Combined,24.19
01 5 2015,Area,Combined,20.11
01 5 2016,Extent,North,11.92
01 5 2016,Extent,South,10.1
01 5 2016,Area,North,10.25
01 5 2016,Area,South,7.91
01 5 2016,Extent,Combined,22.02
01 5 2016,Area,Combined,18.16
01 5 2017,Extent,North,12.63
01 5 2017,Extent,South,9.01
01 5 2017,Area,North,11.01
01 5 2017,Area,South,6.83
01 5 2017,Extent,Combined,21.64
01 5 2017,Area,Combined,17.84
01 5 2018,Extent,North,12.23
01 5 2018,Extent,South,9.32
01 5 2018,Area,North,10.81
01 5 2018,Area,South,7.15
01 5 2018,Extent,Combined,21.55
01 5 2018,Area,Combined,17.96
01 5 2019,Extent,North,12.19
01 5 2019,Extent,South,8.85
01 5 2019,Area,North,10.5
01 5 2019,Area,South,6.84
01 5 2019,Extent,Combined,21.04
01 5 2019,Area,Combined,17.34
01 5 2020,Extent,North,12.34
01 5 2020,Extent,South,9.87
01 5 2020,Area,North,10.51
01 5 2020,Area,South,7.61
01 5 2020,Extent,Combined,22.21
01 5 2020,Area,Combined,18.12
01 5 2021,Extent,North,12.66
01 5 2021,Extent,South,10.33
01 5 2021,Area,North,10.82
01 5 2021,Area,South,8.15
01 5 2021,Extent,Combined,22.99
01 5 2021,Area,Combined,18.97
01 6 1979,Extent,North,12.53
01 6 1979,Extent,South,14.19
01 6 1979,Area,North,9.34
01 6 1979,Area,South,11.22
01 6 1979,Extent,Combined,26.72
01 6 1979,Area,Combined,20.56
01 6 1980,Extent,North,12.2
01 6 1980,Extent,South,12.49
01 6 1980,Area,North,9
01 6 1980,Area,South,9.58
01 6 1980,Extent,Combined,24.69
01 6 1980,Area,Combined,18.58
01 6 1981,Extent,North,12.43
01 6 1981,Extent,South,13.11
01 6 1981,Area,North,9.03
01 6 1981,Area,South,10.16
01 6 1981,Extent,Combined,25.54
01 6 1981,Area,Combined,19.19
01 6 1982,Extent,North,12.48
01 6 1982,Extent,South,13.42
01 6 1982,Area,North,9.46
01 6 1982,Area,South,10.5
01 6 1982,Extent,Combined,25.9
01 6 1982,Area,Combined,19.96
01 6 1983,Extent,North,12.3
01 6 1983,Extent,South,12.64
01 6 1983,Area,North,9.27
01 6 1983,Area,South,9.77
01 6 1983,Extent,Combined,24.94
01 6 1983,Area,Combined,19.04
01 6 1984,Extent,North,12.15
01 6 1984,Extent,South,13.23
01 6 1984,Area,North,9.09
01 6 1984,Area,South,10.64
01 6 1984,Extent,Combined,25.38
01 6 1984,Area,Combined,19.73
01 6 1985,Extent,North,12.22
01 6 1985,Extent,South,13.43
01 6 1985,Area,North,8.96
01 6 1985,Area,South,10.51
01 6 1985,Extent,Combined,25.65
01 6 1985,Area,Combined,19.47
01 6 1986,Extent,North,11.98
01 6 1986,Extent,South,12.69
01 6 1986,Area,North,8.99
01 6 1986,Area,South,9.72
01 6 1986,Extent,Combined,24.67
01 6 1986,Area,Combined,18.71
01 6 1987,Extent,North,12.49
01 6 1987,Extent,South,12.68
01 6 1987,Area,North,9.39
01 6 1987,Area,South,9.91
01 6 1987,Extent,Combined,25.17
01 6 1987,Area,Combined,19.3
01 6 1988,Extent,North,11.94
01 6 1988,Extent,South,13.09
01 6 1988,Area,North,9.68
01 6 1988,Area,South,10.28
01 6 1988,Extent,Combined,25.03
01 6 1988,Area,Combined,19.96
01 6 1989,Extent,North,12.24
01 6 1989,Extent,South,13.58
01 6 1989,Area,North,9.95
01 6 1989,Area,South,10.81
01 6 1989,Extent,Combined,25.82
01 6 1989,Area,Combined,20.76
01 6 1990,Extent,North,11.64
01 6 1990,Extent,South,13.08
01 6 1990,Area,North,9.2
01 6 1990,Area,South,10.35
01 6 1990,Extent,Combined,24.72
01 6 1990,Area,Combined,19.55
01 6 1991,Extent,North,12.11
01 6 1991,Extent,South,13.07
01 6 1991,Area,North,9.66
01 6 1991,Area,South,9.99
01 6 1991,Extent,Combined,25.18
01 6 1991,Area,Combined,19.65
01 6 1992,Extent,North,12.15
01 6 1992,Extent,South,12.81
01 6 1992,Area,North,9.95
01 6 1992,Area,South,10
01 6 1992,Extent,Combined,24.96
01 6 1992,Area,Combined,19.95
01 6 1993,Extent,North,11.87
01 6 1993,Extent,South,13.15
01 6 1993,Area,North,9.26
01 6 1993,Area,South,10.37
01 6 1993,Extent,Combined,25.02
01 6 1993,Area,Combined,19.63
01 6 1994,Extent,North,12.02
01 6 1994,Extent,South,13.56
01 6 1994,Area,North,9.68
01 6 1994,Area,South,10.73
01 6 1994,Extent,Combined,25.58
01 6 1994,Area,Combined,20.41
01 6 1995,Extent,North,11.44
01 6 1995,Extent,South,13.29
01 6 1995,Area,North,8.94
01 6 1995,Area,South,10.46
01 6 1995,Extent,Combined,24.73
01 6 1995,Area,Combined,19.4
01 6 1996,Extent,North,12.08
01 6 1996,Extent,South,13.87
01 6 1996,Area,North,9.83
01 6 1996,Area,South,11.09
01 6 1996,Extent,Combined,25.95
01 6 1996,Area,Combined,20.92
01 6 1997,Extent,North,11.74
01 6 1997,Extent,South,13.12
01 6 1997,Area,North,9.2
01 6 1997,Area,South,10.22
01 6 1997,Extent,Combined,24.86
01 6 1997,Area,Combined,19.42
01 6 1998,Extent,North,11.71
01 6 1998,Extent,South,13.31
01 6 1998,Area,North,9.18
01 6 1998,Area,South,10.34
01 6 1998,Extent,Combined,25.02
01 6 1998,Area,Combined,19.52
01 6 1999,Extent,North,11.78
01 6 1999,Extent,South,13.65
01 6 1999,Area,North,9.25
01 6 1999,Area,South,10.83
01 6 1999,Extent,Combined,25.43
01 6 1999,Area,Combined,20.08
01 6 2000,Extent,North,11.67
01 6 2000,Extent,South,13.89
01 6 2000,Area,North,9.05
01 6 2000,Area,South,11.04
01 6 2000,Extent,Combined,25.56
01 6 2000,Area,Combined,20.09
01 6 2001,Extent,North,11.46
01 6 2001,Extent,South,13.42
01 6 2001,Area,North,9.09
01 6 2001,Area,South,10.56
01 6 2001,Extent,Combined,24.88
01 6 2001,Area,Combined,19.65
01 6 2002,Extent,North,11.58
01 6 2002,Extent,South,12.38
01 6 2002,Area,North,9.19
01 6 2002,Area,South,9.7
01 6 2002,Extent,Combined,23.96
01 6 2002,Area,Combined,18.89
01 6 2003,Extent,North,11.6
01 6 2003,Extent,South,13.99
01 6 2003,Area,North,9.11
01 6 2003,Area,South,11.16
01 6 2003,Extent,Combined,25.59
01 6 2003,Area,Combined,20.27
01 6 2004,Extent,North,11.45
01 6 2004,Extent,South,13.78
01 6 2004,Area,North,9.24
01 6 2004,Area,South,10.89
01 6 2004,Extent,Combined,25.23
01 6 2004,Area,Combined,20.13
01 6 2005,Extent,North,11.16
01 6 2005,Extent,South,13.29
01 6 2005,Area,North,8.81
01 6 2005,Area,South,10.31
01 6 2005,Extent,Combined,24.45
01 6 2005,Area,Combined,19.12
01 6 2006,Extent,North,10.92
01 6 2006,Extent,South,13.34
01 6 2006,Area,North,8.41
01 6 2006,Area,South,10.58
01 6 2006,Extent,Combined,24.26
01 6 2006,Area,Combined,18.99
01 6 2007,Extent,North,11.22
01 6 2007,Extent,South,13.29
01 6 2007,Area,North,8.21
01 6 2007,Area,South,10.48
01 6 2007,Extent,Combined,24.51
01 6 2007,Area,Combined,18.69
01 6 2008,Extent,North,11.21
01 6 2008,Extent,South,14.06
01 6 2008,Area,North,8.85
01 6 2008,Area,South,11.4
01 6 2008,Extent,Combined,25.27
01 6 2008,Area,Combined,20.25
01 6 2009,Extent,North,11.32
01 6 2009,Extent,South,13.91
01 6 2009,Area,North,9.25
01 6 2009,Area,South,11.09
01 6 2009,Extent,Combined,25.23
01 6 2009,Area,Combined,20.34
01 6 2010,Extent,North,10.59
01 6 2010,Extent,South,14.41
01 6 2010,Area,North,8.37
01 6 2010,Area,South,11.65
01 6 2010,Extent,Combined,25
01 6 2010,Area,Combined,20.02
01 6 2011,Extent,North,10.75
01 6 2011,Extent,South,13.33
01 6 2011,Area,North,8.54
01 6 2011,Area,South,10.54
01 6 2011,Extent,Combined,24.08
01 6 2011,Area,Combined,19.08
01 6 2012,Extent,North,10.67
01 6 2012,Extent,South,13.55
01 6 2012,Area,North,8.16
01 6 2012,Area,South,10.79
01 6 2012,Extent,Combined,24.22
01 6 2012,Area,Combined,18.95
01 6 2013,Extent,North,11.36
01 6 2013,Extent,South,14.15
01 6 2013,Area,North,8.95
01 6 2013,Area,South,11.27
01 6 2013,Extent,Combined,25.51
01 6 2013,Area,Combined,20.22
01 6 2014,Extent,North,11.03
01 6 2014,Extent,South,14.69
01 6 2014,Area,North,8.76
01 6 2014,Area,South,12.06
01 6 2014,Extent,Combined,25.72
01 6 2014,Area,Combined,20.82
01 6 2015,Extent,North,10.88
01 6 2015,Extent,South,14.47
01 6 2015,Area,North,8.7
01 6 2015,Area,South,11.48
01 6 2015,Extent,Combined,25.35
01 6 2015,Area,Combined,20.18
01 6 2016,Extent,North,10.41
01 6 2016,Extent,South,13.24
01 6 2016,Area,North,8.21
01 6 2016,Area,South,10.61
01 6 2016,Extent,Combined,23.65
01 6 2016,Area,Combined,18.82
01 6 2017,Extent,North,10.76
01 6 2017,Extent,South,12.41
01 6 2017,Area,North,8.63
01 6 2017,Area,South,9.8
01 6 2017,Extent,Combined,23.17
01 6 2017,Area,Combined,18.43
01 6 2018,Extent,North,10.78
01 6 2018,Extent,South,12.89
01 6 2018,Area,North,8.79
01 6 2018,Area,South,10.23
01 6 2018,Extent,Combined,23.67
01 6 2018,Area,Combined,19.02
01 6 2019,Extent,North,10.59
01 6 2019,Extent,South,12.25
01 6 2019,Area,North,8.32
01 6 2019,Area,South,9.75
01 6 2019,Extent,Combined,22.84
01 6 2019,Area,Combined,18.07
01 6 2020,Extent,North,10.59
01 6 2020,Extent,South,13.27
01 6 2020,Area,North,8.41
01 6 2020,Area,South,10.59
01 6 2020,Extent,Combined,23.86
01 6 2020,Area,Combined,19
01 6 2021,Extent,North,10.71
01 6 2021,Extent,South,13.46
01 6 2021,Area,North,8.38
01 6 2021,Area,South,10.98
01 6 2021,Extent,Combined,24.17
01 6 2021,Area,Combined,19.36
01 7 1979,Extent,North,10.31
01 7 1979,Extent,South,16.52
01 7 1979,Area,North,6.69
01 7 1979,Area,South,13.26
01 7 1979,Extent,Combined,26.83
01 7 1979,Area,Combined,19.95
01 7 1980,Extent,North,10.1
01 7 1980,Extent,South,15.56
01 7 1980,Area,North,6.53
01 7 1980,Area,South,12.18
01 7 1980,Extent,Combined,25.66
01 7 1980,Area,Combined,18.71
01 7 1981,Extent,North,10.27
01 7 1981,Extent,South,16.04
01 7 1981,Area,North,6.31
01 7 1981,Area,South,12.78
01 7 1981,Extent,Combined,26.31
01 7 1981,Area,Combined,19.09
01 7 1982,Extent,North,10.37
01 7 1982,Extent,South,15.87
01 7 1982,Area,North,6.87
01 7 1982,Area,South,12.47
01 7 1982,Extent,Combined,26.24
01 7 1982,Area,Combined,19.34
01 7 1983,Extent,North,10.57
01 7 1983,Extent,South,15.47
01 7 1983,Area,North,6.86
01 7 1983,Area,South,12.37
01 7 1983,Extent,Combined,26.04
01 7 1983,Area,Combined,19.23
01 7 1984,Extent,North,9.98
01 7 1984,Extent,South,16.4
01 7 1984,Area,North,6.3
01 7 1984,Area,South,13.38
01 7 1984,Extent,Combined,26.38
01 7 1984,Area,Combined,19.68
01 7 1985,Extent,North,9.74
01 7 1985,Extent,South,15.72
01 7 1985,Area,North,5.99
01 7 1985,Area,South,12.48
01 7 1985,Extent,Combined,25.46
01 7 1985,Area,Combined,18.47
01 7 1986,Extent,North,10.15
01 7 1986,Extent,South,15.32
01 7 1986,Area,North,6.62
01 7 1986,Area,South,12.09
01 7 1986,Extent,Combined,25.47
01 7 1986,Area,Combined,18.71
01 7 1987,Extent,North,10.33
01 7 1987,Extent,South,15.75
01 7 1987,Area,North,6.55
01 7 1987,Area,South,12.5
01 7 1987,Extent,Combined,26.08
01 7 1987,Area,Combined,19.05
01 7 1988,Extent,North,9.81
01 7 1988,Extent,South,15.75
01 7 1988,Area,North,7.01
01 7 1988,Area,South,12.62
01 7 1988,Extent,Combined,25.56
01 7 1988,Area,Combined,19.63
01 7 1989,Extent,North,10.13
01 7 1989,Extent,South,15.71
01 7 1989,Area,North,7.33
01 7 1989,Area,South,12.58
01 7 1989,Extent,Combined,25.84
01 7 1989,Area,Combined,19.91
01 7 1990,Extent,North,9.25
01 7 1990,Extent,South,15.57
01 7 1990,Area,North,6.52
01 7 1990,Area,South,12.27
01 7 1990,Extent,Combined,24.82
01 7 1990,Area,Combined,18.79
01 7 1991,Extent,North,9.51
01 7 1991,Extent,South,15.55
01 7 1991,Area,North,6.76
01 7 1991,Area,South,12.22
01 7 1991,Extent,Combined,25.06
01 7 1991,Area,Combined,18.98
01 7 1992,Extent,North,10.32
01 7 1992,Extent,South,15.89
01 7 1992,Area,North,7.22
01 7 1992,Area,South,12.58
01 7 1992,Extent,Combined,26.21
01 7 1992,Area,Combined,19.8
01 7 1993,Extent,North,9.48
01 7 1993,Extent,South,15.85
01 7 1993,Area,North,6.28
01 7 1993,Area,South,12.72
01 7 1993,Extent,Combined,25.33
01 7 1993,Area,Combined,19
01 7 1994,Extent,North,9.93
01 7 1994,Extent,South,16.3
01 7 1994,Area,North,6.92
01 7 1994,Area,South,13.12
01 7 1994,Extent,Combined,26.23
01 7 1994,Area,Combined,20.04
01 7 1995,Extent,North,8.99
01 7 1995,Extent,South,15.74
01 7 1995,Area,North,6.16
01 7 1995,Area,South,12.53
01 7 1995,Extent,Combined,24.73
01 7 1995,Area,Combined,18.69
01 7 1996,Extent,North,10.16
01 7 1996,Extent,South,16.12
01 7 1996,Area,North,7.44
01 7 1996,Area,South,12.89
01 7 1996,Extent,Combined,26.28
01 7 1996,Area,Combined,20.33
01 7 1997,Extent,North,9.41
