UTC Time,Measure,Region,Value
01 7 1997,Extent,South,15.92
01 7 1997,Area,North,6.5
01 7 1997,Area,South,12.75
01 7 1997,Extent,Combined,25.33
01 7 1997,Area,Combined,19.25
01 7 1998,Extent,North,9.42
01 7 1998,Extent,South,15.96
01 7 1998,Area,North,6.45
01 7 1998,Area,South,12.66
01 7 1998,Extent,Combined,25.38
01 7 1998,Area,Combined,19.11
01 7 1999,Extent,North,9.49
01 7 1999,Extent,South,16.28
01 7 1999,Area,North,6.55
01 7 1999,Area,South,13.06
01 7 1999,Extent,Combined,25.77
01 7 1999,Area,Combined,19.61
01 7 2000,Extent,North,9.51
01 7 2000,Extent,South,16.1
01 7 2000,Area,North,6.39
01 7 2000,Area,South,12.99
01 7 2000,Extent,Combined,25.61
01 7 2000,Area,Combined,19.38
01 7 2001,Extent,North,9.07
01 7 2001,Extent,South,15.85
01 7 2001,Area,North,6.29
01 7 2001,Area,South,12.58
01 7 2001,Extent,Combined,24.92
01 7 2001,Area,Combined,18.87
01 7 2002,Extent,North,9.27
01 7 2002,Extent,South,15.41
01 7 2002,Area,North,6.44
01 7 2002,Area,South,12.52
01 7 2002,Extent,Combined,24.68
01 7 2002,Area,Combined,18.96
01 7 2003,Extent,North,9.21
01 7 2003,Extent,South,16.4
01 7 2003,Area,North,6.15
01 7 2003,Area,South,13.17
01 7 2003,Extent,Combined,25.61
01 7 2003,Area,Combined,19.32
01 7 2004,Extent,North,9.43
01 7 2004,Extent,South,16.33
01 7 2004,Area,North,6.51
01 7 2004,Area,South,13.16
01 7 2004,Extent,Combined,25.76
01 7 2004,Area,Combined,19.67
01 7 2005,Extent,North,8.65
01 7 2005,Extent,South,16.16
01 7 2005,Area,North,5.9
01 7 2005,Area,South,12.72
01 7 2005,Extent,Combined,24.81
01 7 2005,Area,Combined,18.62
01 7 2006,Extent,North,8.46
01 7 2006,Extent,South,16.11
01 7 2006,Area,North,5.79
01 7 2006,Area,South,12.88
01 7 2006,Extent,Combined,24.57
01 7 2006,Area,Combined,18.67
01 7 2007,Extent,North,7.94
01 7 2007,Extent,South,15.96
01 7 2007,Area,North,5.13
01 7 2007,Area,South,12.61
01 7 2007,Extent,Combined,23.9
01 7 2007,Area,Combined,17.74
01 7 2008,Extent,North,8.68
01 7 2008,Extent,South,16.09
01 7 2008,Area,North,6.06
01 7 2008,Area,South,12.95
01 7 2008,Extent,Combined,24.77
01 7 2008,Area,Combined,19.01
01 7 2009,Extent,North,8.47
01 7 2009,Extent,South,16.26
01 7 2009,Area,North,6.12
01 7 2009,Area,South,13.09
01 7 2009,Extent,Combined,24.73
01 7 2009,Area,Combined,19.21
01 7 2010,Extent,North,8.07
01 7 2010,Extent,South,16.92
01 7 2010,Area,North,5.57
01 7 2010,Area,South,13.74
01 7 2010,Extent,Combined,24.99
01 7 2010,Area,Combined,19.31
01 7 2011,Extent,North,7.72
01 7 2011,Extent,South,15.75
01 7 2011,Area,North,5.4
01 7 2011,Area,South,12.34
01 7 2011,Extent,Combined,23.47
01 7 2011,Area,Combined,17.74
01 7 2012,Extent,North,7.67
01 7 2012,Extent,South,16.3
01 7 2012,Area,North,5.09
01 7 2012,Area,South,13.31
01 7 2012,Extent,Combined,23.97
01 7 2012,Area,Combined,18.4
01 7 2013,Extent,North,8.13
01 7 2013,Extent,South,16.81
01 7 2013,Area,North,5.81
01 7 2013,Area,South,13.73
01 7 2013,Extent,Combined,24.94
01 7 2013,Area,Combined,19.54
01 7 2014,Extent,North,8.11
01 7 2014,Extent,South,17.11
01 7 2014,Area,North,5.96
01 7 2014,Area,South,13.95
01 7 2014,Extent,Combined,25.22
01 7 2014,Area,Combined,19.91
01 7 2015,Extent,North,8.38
01 7 2015,Extent,South,16.78
01 7 2015,Area,North,5.66
01 7 2015,Area,South,13.45
01 7 2015,Extent,Combined,25.16
01 7 2015,Area,Combined,19.11
01 7 2016,Extent,North,7.94
01 7 2016,Extent,South,16.02
01 7 2016,Area,North,5.37
01 7 2016,Area,South,12.55
01 7 2016,Extent,Combined,23.96
01 7 2016,Area,Combined,17.92
01 7 2017,Extent,North,7.94
01 7 2017,Extent,South,15.3
01 7 2017,Area,North,5.65
01 7 2017,Area,South,12.28
01 7 2017,Extent,Combined,23.24
01 7 2017,Area,Combined,17.93
01 7 2018,Extent,North,8.27
01 7 2018,Extent,South,15.7
01 7 2018,Area,North,5.76
01 7 2018,Area,South,12.49
01 7 2018,Extent,Combined,23.97
01 7 2018,Area,Combined,18.25
01 7 2019,Extent,North,7.59
01 7 2019,Extent,South,15.3
01 7 2019,Area,North,5.13
01 7 2019,Area,South,12.33
01 7 2019,Extent,Combined,22.89
01 7 2019,Area,Combined,17.46
01 7 2020,Extent,North,7.29
01 7 2020,Extent,South,15.72
01 7 2020,Area,North,5.07
01 7 2020,Area,South,12.58
01 7 2020,Extent,Combined,23.01
01 7 2020,Area,Combined,17.65
01 7 2021,Extent,North,7.69
01 7 2021,Extent,South,16.38
01 7 2021,Area,North,5.55
01 7 2021,Area,South,13.35
01 7 2021,Extent,Combined,24.07
01 7 2021,Area,Combined,18.9
01 8 1979,Extent,North,8.04
01 8 1979,Extent,South,17.7
01 8 1979,Area,North,5.06
01 8 1979,Area,South,13.79
01 8 1979,Extent,Combined,25.74
01 8 1979,Area,Combined,18.85
01 8 1980,Extent,North,7.98
01 8 1980,Extent,South,17.81
01 8 1980,Area,North,4.94
01 8 1980,Area,South,13.96
01 8 1980,Extent,Combined,25.79
01 8 1980,Area,Combined,18.9
01 8 1981,Extent,North,7.84
01 8 1981,Extent,South,17.74
01 8 1981,Area,North,4.48
01 8 1981,Area,South,14.16
01 8 1981,Extent,Combined,25.58
01 8 1981,Area,Combined,18.64
01 8 1982,Extent,North,8.14
01 8 1982,Extent,South,17.79
01 8 1982,Area,North,5
01 8 1982,Area,South,14.28
01 8 1982,Extent,Combined,25.93
01 8 1982,Area,Combined,19.28
01 8 1983,Extent,North,8.19
01 8 1983,Extent,South,17.25
01 8 1983,Area,North,4.97
01 8 1983,Area,South,13.84
01 8 1983,Extent,Combined,25.44
01 8 1983,Area,Combined,18.81
01 8 1984,Extent,North,7.77
01 8 1984,Extent,South,17.93
01 8 1984,Area,North,4.68
01 8 1984,Area,South,14.23
01 8 1984,Extent,Combined,25.7
01 8 1984,Area,Combined,18.91
01 8 1985,Extent,North,7.4
01 8 1985,Extent,South,17.63
01 8 1985,Area,North,4.6
01 8 1985,Area,South,14.24
01 8 1985,Extent,Combined,25.03
01 8 1985,Area,Combined,18.84
01 8 1986,Extent,North,7.98
01 8 1986,Extent,South,17
01 8 1986,Area,North,5.01
01 8 1986,Area,South,13.46
01 8 1986,Extent,Combined,24.98
01 8 1986,Area,Combined,18.47
01 8 1987,Extent,North,7.63
01 8 1987,Extent,South,17.6
01 8 1987,Area,North,-9999
01 8 1987,Area,South,14.02
01 8 1987,Extent,Combined,25.23
01 8 1987,Area,Combined,-9984.98
01 8 1988,Extent,North,7.89
01 8 1988,Extent,South,17.56
01 8 1988,Area,North,5.42
01 8 1988,Area,South,13.98
01 8 1988,Extent,Combined,25.45
01 8 1988,Area,Combined,19.4
01 8 1989,Extent,North,7.88
01 8 1989,Extent,South,17.47
01 8 1989,Area,North,5.56
01 8 1989,Area,South,14.03
01 8 1989,Extent,Combined,25.35
01 8 1989,Area,Combined,19.59
01 8 1990,Extent,North,6.8
01 8 1990,Extent,South,17.57
01 8 1990,Area,North,4.99
01 8 1990,Area,South,14.03
01 8 1990,Extent,Combined,24.37
01 8 1990,Area,Combined,19.02
01 8 1991,Extent,North,7.42
01 8 1991,Extent,South,17.72
01 8 1991,Area,North,5.21
01 8 1991,Area,South,14.05
01 8 1991,Extent,Combined,25.14
01 8 1991,Area,Combined,19.26
01 8 1992,Extent,North,7.93
01 8 1992,Extent,South,17.73
01 8 1992,Area,North,5.44
01 8 1992,Area,South,14.17
01 8 1992,Extent,Combined,25.66
01 8 1992,Area,Combined,19.61
01 8 1993,Extent,North,7.33
01 8 1993,Extent,South,17.49
01 8 1993,Area,North,4.76
01 8 1993,Area,South,13.93
01 8 1993,Extent,Combined,24.82
01 8 1993,Area,Combined,18.69
01 8 1994,Extent,North,7.64
01 8 1994,Extent,South,17.84
01 8 1994,Area,North,5.19
01 8 1994,Area,South,14.49
01 8 1994,Extent,Combined,25.48
01 8 1994,Area,Combined,19.68
01 8 1995,Extent,North,6.74
01 8 1995,Extent,South,17.78
01 8 1995,Area,North,4.69
01 8 1995,Area,South,14.2
01 8 1995,Extent,Combined,24.52
01 8 1995,Area,Combined,18.89
01 8 1996,Extent,North,8.18
01 8 1996,Extent,South,17.74
01 8 1996,Area,North,5.73
01 8 1996,Area,South,13.9
01 8 1996,Extent,Combined,25.92
01 8 1996,Area,Combined,19.63
01 8 1997,Extent,North,7.29
01 8 1997,Extent,South,17.68
01 8 1997,Area,North,5.09
01 8 1997,Area,South,14.09
01 8 1997,Extent,Combined,24.97
01 8 1997,Area,Combined,19.18
01 8 1998,Extent,North,7.51
01 8 1998,Extent,South,17.88
01 8 1998,Area,North,4.69
01 8 1998,Area,South,14.06
01 8 1998,Extent,Combined,25.39
01 8 1998,Area,Combined,18.75
01 8 1999,Extent,North,7.23
01 8 1999,Extent,South,17.96
01 8 1999,Area,North,4.75
01 8 1999,Area,South,14.24
01 8 1999,Extent,Combined,25.19
01 8 1999,Area,Combined,18.99
01 8 2000,Extent,North,7.17
01 8 2000,Extent,South,18.21
01 8 2000,Area,North,4.78
01 8 2000,Area,South,14.64
01 8 2000,Extent,Combined,25.38
01 8 2000,Area,Combined,19.42
01 8 2001,Extent,North,7.46
01 8 2001,Extent,South,17.42
01 8 2001,Area,North,4.94
01 8 2001,Area,South,13.75
01 8 2001,Extent,Combined,24.88
01 8 2001,Area,Combined,18.69
01 8 2002,Extent,North,6.6
01 8 2002,Extent,South,17.07
01 8 2002,Area,North,4.32
01 8 2002,Area,South,13.74
01 8 2002,Extent,Combined,23.67
01 8 2002,Area,Combined,18.06
01 8 2003,Extent,North,6.94
01 8 2003,Extent,South,17.58
01 8 2003,Area,North,4.52
01 8 2003,Area,South,13.77
01 8 2003,Extent,Combined,24.52
01 8 2003,Area,Combined,18.29
01 8 2004,Extent,North,6.85
01 8 2004,Extent,South,18.01
01 8 2004,Area,North,4.67
01 8 2004,Area,South,14.23
01 8 2004,Extent,Combined,24.86
01 8 2004,Area,Combined,18.9
01 8 2005,Extent,North,6.3
01 8 2005,Extent,South,17.92
01 8 2005,Area,North,4.21
01 8 2005,Area,South,13.95
01 8 2005,Extent,Combined,24.22
01 8 2005,Area,Combined,18.16
01 8 2006,Extent,North,6.5
01 8 2006,Extent,South,18.1
01 8 2006,Area,North,4.31
01 8 2006,Area,South,14.54
01 8 2006,Extent,Combined,24.6
01 8 2006,Area,Combined,18.85
01 8 2007,Extent,North,5.34
01 8 2007,Extent,South,17.68
01 8 2007,Area,North,3.19
01 8 2007,Area,South,14.03
01 8 2007,Extent,Combined,23.02
01 8 2007,Area,Combined,17.22
01 8 2008,Extent,North,5.91
01 8 2008,Extent,South,17.64
01 8 2008,Area,North,3.79
01 8 2008,Area,South,14.13
01 8 2008,Extent,Combined,23.55
01 8 2008,Area,Combined,17.92
01 8 2009,Extent,North,6.14
01 8 2009,Extent,South,18.1
01 8 2009,Area,North,4.16
01 8 2009,Area,South,14.45
01 8 2009,Extent,Combined,24.24
01 8 2009,Area,Combined,18.61
01 8 2010,Extent,North,5.87
01 8 2010,Extent,South,18.61
01 8 2010,Area,North,3.88
01 8 2010,Area,South,14.95
01 8 2010,Extent,Combined,24.48
01 8 2010,Area,Combined,18.83
01 8 2011,Extent,North,5.5
01 8 2011,Extent,South,17.81
01 8 2011,Area,North,3.38
01 8 2011,Area,South,14.04
01 8 2011,Extent,Combined,23.31
01 8 2011,Area,Combined,17.42
01 8 2012,Extent,North,4.72
01 8 2012,Extent,South,18.1
01 8 2012,Area,North,2.93
01 8 2012,Area,South,14.56
01 8 2012,Extent,Combined,22.82
01 8 2012,Area,Combined,17.49
01 8 2013,Extent,North,6.01
01 8 2013,Extent,South,18.66
01 8 2013,Area,North,4.17
01 8 2013,Area,South,15.13
01 8 2013,Extent,Combined,24.67
01 8 2013,Area,Combined,19.3
01 8 2014,Extent,North,6.08
01 8 2014,Extent,South,18.91
01 8 2014,Area,North,4.37
01 8 2014,Area,South,15.1
01 8 2014,Extent,Combined,24.99
01 8 2014,Area,Combined,19.47
01 8 2015,Extent,North,5.6
01 8 2015,Extent,South,17.75
01 8 2015,Area,North,3.63
01 8 2015,Area,South,14.02
01 8 2015,Extent,Combined,23.35
01 8 2015,Area,Combined,17.65
01 8 2016,Extent,North,5.37
01 8 2016,Extent,South,17.89
01 8 2016,Area,North,3.31
01 8 2016,Area,South,13.98
01 8 2016,Extent,Combined,23.26
01 8 2016,Area,Combined,17.29
01 8 2017,Extent,North,5.48
01 8 2017,Extent,South,17.22
01 8 2017,Area,North,3.64
01 8 2017,Area,South,13.62
01 8 2017,Extent,Combined,22.7
01 8 2017,Area,Combined,17.26
01 8 2018,Extent,North,5.61
01 8 2018,Extent,South,17.42
01 8 2018,Area,North,3.9
01 8 2018,Area,South,14.01
01 8 2018,Extent,Combined,23.03
01 8 2018,Area,Combined,17.91
01 8 2019,Extent,North,5.03
01 8 2019,Extent,South,17.48
01 8 2019,Area,North,3.24
01 8 2019,Area,South,13.99
01 8 2019,Extent,Combined,22.51
01 8 2019,Area,Combined,17.23
01 8 2020,Extent,North,5.07
01 8 2020,Extent,South,17.76
01 8 2020,Area,North,3.1
01 8 2020,Area,South,14.42
01 8 2020,Extent,Combined,22.83
01 8 2020,Area,Combined,17.52
01 8 2021,Extent,North,5.75
01 8 2021,Extent,South,18.13
01 8 2021,Area,North,3.77
01 8 2021,Area,South,14.64
01 8 2021,Extent,Combined,23.88
01 8 2021,Area,Combined,18.41
01 9 1979,Extent,North,7.05
01 9 1979,Extent,South,18.2
01 9 1979,Area,North,4.58
01 9 1979,Area,South,14.29
01 9 1979,Extent,Combined,25.25
01 9 1979,Area,Combined,18.87
01 9 1980,Extent,North,7.67
01 9 1980,Extent,South,18.82
01 9 1980,Area,North,4.87
01 9 1980,Area,South,14.87
01 9 1980,Extent,Combined,26.49
01 9 1980,Area,Combined,19.74
01 9 1981,Extent,North,7.14
01 9 1981,Extent,South,18.6
01 9 1981,Area,North,4.44
01 9 1981,Area,South,14.78
01 9 1981,Extent,Combined,25.74
01 9 1981,Area,Combined,19.22
01 9 1982,Extent,North,7.3
01 9 1982,Extent,South,18.35
01 9 1982,Area,North,4.43
01 9 1982,Area,South,14.53
01 9 1982,Extent,Combined,25.65
01 9 1982,Area,Combined,18.96
01 9 1983,Extent,North,7.39
01 9 1983,Extent,South,18.59
01 9 1983,Area,North,4.7
01 9 1983,Area,South,14.68
01 9 1983,Extent,Combined,25.98
01 9 1983,Area,Combined,19.38
01 9 1984,Extent,North,6.81
01 9 1984,Extent,South,18.17
01 9 1984,Area,North,4.11
01 9 1984,Area,South,14.27
01 9 1984,Extent,Combined,24.98
01 9 1984,Area,Combined,18.38
01 9 1985,Extent,North,6.7
01 9 1985,Extent,South,18.7
01 9 1985,Area,North,4.23
01 9 1985,Area,South,14.72
01 9 1985,Extent,Combined,25.4
01 9 1985,Area,Combined,18.95
01 9 1986,Extent,North,7.41
01 9 1986,Extent,South,17.68
01 9 1986,Area,North,4.72
01 9 1986,Area,South,13.88
01 9 1986,Extent,Combined,25.09
01 9 1986,Area,Combined,18.6
01 9 1987,Extent,North,7.28
01 9 1987,Extent,South,18.25
01 9 1987,Area,North,5.64
01 9 1987,Area,South,14.27
01 9 1987,Extent,Combined,25.53
01 9 1987,Area,Combined,19.91
01 9 1988,Extent,North,7.37
01 9 1988,Extent,South,18.31
01 9 1988,Area,North,5.36
01 9 1988,Area,South,14.2
01 9 1988,Extent,Combined,25.68
01 9 1988,Area,Combined,19.56
01 9 1989,Extent,North,7.01
01 9 1989,Extent,South,18.12
01 9 1989,Area,North,4.86
01 9 1989,Area,South,14.48
01 9 1989,Extent,Combined,25.13
01 9 1989,Area,Combined,19.34
01 9 1990,Extent,North,6.14
01 9 1990,Extent,South,18.19
01 9 1990,Area,North,4.55
01 9 1990,Area,South,14.39
01 9 1990,Extent,Combined,24.33
01 9 1990,Area,Combined,18.94
01 9 1991,Extent,North,6.47
01 9 1991,Extent,South,18.31
01 9 1991,Area,North,4.51
01 9 1991,Area,South,14.47
01 9 1991,Extent,Combined,24.78
01 9 1991,Area,Combined,18.98
01 9 1992,Extent,North,7.47
01 9 1992,Extent,South,18.15
01 9 1992,Area,North,5.43
01 9 1992,Area,South,14.13
01 9 1992,Extent,Combined,25.62
01 9 1992,Area,Combined,19.56
01 9 1993,Extent,North,6.4
01 9 1993,Extent,South,18.54
01 9 1993,Area,North,4.58
01 9 1993,Area,South,14.7
01 9 1993,Extent,Combined,24.94
01 9 1993,Area,Combined,19.28
01 9 1994,Extent,North,7.14
01 9 1994,Extent,South,18.61
01 9 1994,Area,North,5.13
01 9 1994,Area,South,14.61
01 9 1994,Extent,Combined,25.75
01 9 1994,Area,Combined,19.74
01 9 1995,Extent,North,6.08
01 9 1995,Extent,South,18.37
01 9 1995,Area,North,4.43
01 9 1995,Area,South,14.46
01 9 1995,Extent,Combined,24.45
01 9 1995,Area,Combined,18.89
01 9 1996,Extent,North,7.58
01 9 1996,Extent,South,18.63
01 9 1996,Area,North,5.62
01 9 1996,Area,South,14.54
01 9 1996,Extent,Combined,26.21
01 9 1996,Area,Combined,20.16
01 9 1997,Extent,North,6.69
01 9 1997,Extent,South,18.6
01 9 1997,Area,North,4.89
01 9 1997,Area,South,14.59
01 9 1997,Extent,Combined,25.29
01 9 1997,Area,Combined,19.48
01 9 1998,Extent,North,6.54
01 9 1998,Extent,South,18.9
01 9 1998,Area,North,4.3
01 9 1998,Area,South,14.84
01 9 1998,Extent,Combined,25.44
01 9 1998,Area,Combined,19.14
01 9 1999,Extent,North,6.12
01 9 1999,Extent,South,18.7
01 9 1999,Area,North,4.29
01 9 1999,Area,South,14.62
01 9 1999,Extent,Combined,24.82
01 9 1999,Area,Combined,18.91
01 9 2000,Extent,North,6.25
01 9 2000,Extent,South,18.89
01 9 2000,Area,North,4.35
01 9 2000,Area,South,15.07
01 9 2000,Extent,Combined,25.14
01 9 2000,Area,Combined,19.42
01 9 2001,Extent,North,6.73
01 9 2001,Extent,South,18.17
01 9 2001,Area,North,4.59
01 9 2001,Area,South,14.36
01 9 2001,Extent,Combined,24.9
01 9 2001,Area,Combined,18.95
01 9 2002,Extent,North,5.83
01 9 2002,Extent,South,17.89
01 9 2002,Area,North,4.03
01 9 2002,Area,South,14.1
01 9 2002,Extent,Combined,23.72
01 9 2002,Area,Combined,18.13
01 9 2003,Extent,North,6.12
01 9 2003,Extent,South,18.3
01 9 2003,Area,North,4.05
01 9 2003,Area,South,14.14
01 9 2003,Extent,Combined,24.42
01 9 2003,Area,Combined,18.19
01 9 2004,Extent,North,5.98
01 9 2004,Extent,South,18.92
01 9 2004,Area,North,4.39
01 9 2004,Area,South,14.59
01 9 2004,Extent,Combined,24.9
01 9 2004,Area,Combined,18.98
01 9 2005,Extent,North,5.5
01 9 2005,Extent,South,18.8
01 9 2005,Area,North,4.07
01 9 2005,Area,South,14.85
01 9 2005,Extent,Combined,24.3
01 9 2005,Area,Combined,18.92
01 9 2006,Extent,North,5.86
01 9 2006,Extent,South,19.09
01 9 2006,Area,North,4.01
01 9 2006,Area,South,15.18
01 9 2006,Extent,Combined,24.95
01 9 2006,Area,Combined,19.19
01 9 2007,Extent,North,4.27
01 9 2007,Extent,South,18.86
01 9 2007,Area,North,2.82
01 9 2007,Area,South,15.39
01 9 2007,Extent,Combined,23.13
01 9 2007,Area,Combined,18.21
01 9 2008,Extent,North,4.69
01 9 2008,Extent,South,18.15
01 9 2008,Area,North,3.26
01 9 2008,Area,South,14.39
01 9 2008,Extent,Combined,22.84
01 9 2008,Area,Combined,17.65
01 9 2009,Extent,North,5.26
01 9 2009,Extent,South,18.96
01 9 2009,Area,North,3.76
01 9 2009,Area,South,15.08
01 9 2009,Extent,Combined,24.22
01 9 2009,Area,Combined,18.84
01 9 2010,Extent,North,4.87
01 9 2010,Extent,South,18.8
01 9 2010,Area,North,3.34
01 9 2010,Area,South,14.43
01 9 2010,Extent,Combined,23.67
01 9 2010,Area,Combined,17.77
01 9 2011,Extent,North,4.56
01 9 2011,Extent,South,18.74
01 9 2011,Area,North,3.21
01 9 2011,Area,South,14.57
01 9 2011,Extent,Combined,23.3
01 9 2011,Area,Combined,17.78
01 9 2012,Extent,North,3.57
01 9 2012,Extent,South,19.21
01 9 2012,Area,North,2.41
01 9 2012,Area,South,15.41
01 9 2012,Extent,Combined,22.78
01 9 2012,Area,Combined,17.82
01 9 2013,Extent,North,5.21
01 9 2013,Extent,South,19.39
01 9 2013,Area,North,3.78
01 9 2013,Area,South,15.28
01 9 2013,Extent,Combined,24.6
01 9 2013,Area,Combined,19.06
01 9 2014,Extent,North,5.22
01 9 2014,Extent,South,19.76
01 9 2014,Area,North,3.74
01 9 2014,Area,South,15.75
01 9 2014,Extent,Combined,24.98
01 9 2014,Area,Combined,19.49
01 9 2015,Extent,North,4.62
01 9 2015,Extent,South,18.44
01 9 2015,Area,North,3.42
01 9 2015,Area,South,14.45
01 9 2015,Extent,Combined,23.06
01 9 2015,Area,Combined,17.87
01 9 2016,Extent,North,4.53
01 9 2016,Extent,South,18.15
01 9 2016,Area,North,2.91
01 9 2016,Area,South,13.86
01 9 2016,Extent,Combined,22.68
01 9 2016,Area,Combined,16.77
01 9 2017,Extent,North,4.82
01 9 2017,Extent,South,17.91
01 9 2017,Area,North,3.35
01 9 2017,Area,South,13.92
01 9 2017,Extent,Combined,22.73
01 9 2017,Area,Combined,17.27
01 9 2018,Extent,North,4.79
01 9 2018,Extent,South,17.96
01 9 2018,Area,North,3.35
01 9 2018,Area,South,14.2
01 9 2018,Extent,Combined,22.75
01 9 2018,Area,Combined,17.55
01 9 2019,Extent,North,4.36
01 9 2019,Extent,South,18.33
01 9 2019,Area,North,3.17
01 9 2019,Area,South,14.6
01 9 2019,Extent,Combined,22.69
01 9 2019,Area,Combined,17.77
01 9 2020,Extent,North,4
01 9 2020,Extent,South,18.84
01 9 2020,Area,North,2.83
01 9 2020,Area,South,15.09
01 9 2020,Extent,Combined,22.84
01 9 2020,Area,Combined,17.92
01 9 2021,Extent,North,4.92
01 9 2021,Extent,South,18.45
01 9 2021,Area,North,3.43
01 9 2021,Area,South,14.35
01 9 2021,Extent,Combined,23.37
01 9 2021,Area,Combined,17.78
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
FALSE,FALSE,Combined,-9999999999
